"date","high","low","open","close","volume","quoteVolume","weightedAverage"
1487388600,0.009,0.001,0.005,0.00509941,51.854619,10509.3622,0.00493413
1487390400,0.0048,0.00361034,0.00361034,0.00417553,641.221411,134227.8118,0.00477711
1487392200,0.00469089,0.00374457,0.00469089,0.00405347,58.932094,14568.107,0.00404528
1487394000,0.00409987,0.00255683,0.0039,0.00346457,185.457892,47999.7244,0.00386372
1487395800,0.00306221,0.0023047,0.00289602,0.00275529,248.052062,97708.6814,0.00253869
1487397600,0.00399865,0.00260149,0.00287319,0.00316403,66.671851,19755.4101,0.00337486
1487399400,0.00399798,0.00290631,0.00311185,0.00300285,275.751412,91278.7282,0.00302098
1487401200,0.00387987,0.003128,0.00314978,0.0035,121.353935,37616.1276,0.00322611
1487403000,0.00483174,0.00349367,0.0035,0.0038892,943.928711,241574.4118,0.0039074
1487404800,0.004,0.0032571,0.003481,0.004,2858.167708,756704.1909,0.00377712
1487406600,0.00379871,0.00317402,0.00348846,0.00331,141.26319,39311.2664,0.00359345
1487408400,0.00352078,0.0031,0.00352078,0.003499,270.266876,80314.0529,0.00336512
1487410200,0.00349994,0.00278001,0.00349994,0.0029094,79.402857,26404.8176,0.00300713
1487412000,0.00300252,0.00269443,0.00290724,0.00269443,94.602919,32946.3087,0.00287142
1487413800,0.00297776,0.0026,0.00297776,0.00288999,63.811266,22719.7055,0.00280863
1487415600,0.00295639,0.00282167,0.00288999,0.00288973,45.968481,15801.0457,0.0029092
1487417400,0.00313346,0.0028,0.00295639,0.0028,582.399752,198197.8817,0.00293847
1487419200,0.00311193,0.00262001,0.003,0.00309959,31.932126,11142.9381,0.00286568
1487421000,0.00310212,0.00293684,0.00303194,0.00300279,89.494462,29829.5603,0.00300019
1487422800,0.0030294,0.0028919,0.002925,0.00291268,76.179603,25776.032,0.00295544
1487424600,0.00299,0.00289202,0.00289202,0.00299,9.385066,3174.1579,0.00295671
1487426400,0.00298812,0.00275,0.00298812,0.00291494,68.483945,24054.6018,0.00284702
1487428200,0.00292,0.00286778,0.00286778,0.00292,18.059725,6193.7935,0.00291577
1487430000,0.00309999,0.00291505,0.00292,0.00294135,67.651728,22570.0171,0.00299741
1487431800,0.00294317,0.00270074,0.00291505,0.00294317,296.245003,101652.2843,0.00291429
1487433600,0.0029669,0.00283714,0.00294199,0.00285922,98.786382,33369.9576,0.00296033
1487435400,0.00299999,0.00285922,0.00285922,0.0028794,215.696901,72249.2956,0.00298545
1487437200,0.00299018,0.00287748,0.00295918,0.00295,239.720783,81974.3168,0.00292434
1487439000,0.002957,0.00288283,0.00288998,0.002957,86.346844,29270.6284,0.00294994
1487440800,0.003,0.002957,0.002957,0.003,167.70929,56402.4003,0.00297344
1487442600,0.00315,0.003,0.003,0.00307372,499.778949,160935.2239,0.00310546
1487444400,0.0032,0.00313233,0.00314449,0.00319999,202.277324,63433.8573,0.00318879
1487446200,0.00328525,0.00282801,0.00319999,0.00315235,1115.946702,344016.4167,0.00324387
1487448000,0.0032,0.00291851,0.0032,0.00311586,203.605667,65336.1235,0.00311628
1487449800,0.0031,0.00298716,0.0031,0.00298716,23.273538,7662.4417,0.00303735
1487451600,0.00304819,0.00294603,0.00304819,0.00304819,2.11285,694.7613,0.00304111
1487453400,0.00307655,0.00297329,0.00306979,0.00307655,67.197017,21868.4264,0.00307278
1487455200,0.00310957,0.00309311,0.00309311,0.00310957,22.272962,7188.5964,0.00309837
1487457000,0.0031,0.002969,0.00302089,0.003,20.147629,6665.4628,0.00302269
1487458800,0.003069,0.0029001,0.00300392,0.00301999,79.950257,26465.8451,0.00302088
1487460600,0.00299999,0.002858,0.00294,0.002858,72.153735,25166.5427,0.00286704
1487462400,0.00298588,0.002858,0.00285801,0.00298184,40.27726,13630.8359,0.00295486
1487464200,0.00308999,0.00287377,0.00287377,0.0028761,36.079202,11765.3266,0.00306657
1487466000,0.0028761,0.002858,0.0028761,0.002858,54.794307,19169.9803,0.00285833
1487467800,0.00297576,0.002858,0.002858,0.002858,9.491999,3317.083,0.00286155
1487469600,0.00285801,0.002858,0.00285801,0.002858,5e-04,0.1749,0.002858
1487471400,0.00298114,0.0028,0.002858,0.0028,469.925747,164360.6859,0.00285911
1487473200,0.00287853,0.00274631,0.00287853,0.00274631,0.954723,347.5941,0.00274666
1487475000,0.00310957,0.0029005,0.0029005,0.00310957,42.442045,13676.331,0.00310332
1487476800,0.0031,0.0029,0.00293943,0.0029,153.148794,51147.9352,0.00299423
1487478600,0.00287196,0.0028,0.0028649,0.0028,0.841099,293.305,0.00286766
1487480400,0.00292944,0.00292623,0.00292623,0.00292944,0.998027,340.6896,0.00292943
1487482200,0.00293206,0.0028,0.00285271,0.00293206,37.56636,13350.1551,0.00281392
1487484000,0.00293206,0.00286654,0.00293206,0.00286654,1.994424,689.8224,0.00289121
1487485800,0.00285834,0.0027,0.00285834,0.0027,170.686841,62714.1009,0.00272166
1487487600,0.00293204,0.001,0.0027,0.00241271,846.053383,380502.7298,0.00222351
1487489400,0.00268341,0.00251218,0.00251218,0.00268341,6.952376,2709.7001,0.00256573
1487491200,0.00267212,0.00258128,0.00259809,0.00266195,22.602203,8497.6295,0.00265982
1487493000,0.00265131,0.00250021,0.00250021,0.00265131,48.018775,19204.9004,0.00250033
1487494800,0.00265238,0.0025,0.00265238,0.00264085,46.682783,17904.48,0.00260732
1487496600,0.00254564,0.00232,0.00232,0.00254564,30.339898,12351.6073,0.00245635
1487498400,0.0025457,0.0023,0.0025457,0.0023,88.420066,37696.6614,0.00234556
1487500200,0.0024,0.00225955,0.0023,0.00225955,304.098448,130363.8513,0.00233268
1487502000,0.00235828,0.0021007,0.00234767,0.00210086,182.344563,83315.0032,0.00218861
1487503800,0.00223779,0.00210002,0.00223779,0.00210002,25.813903,11913.1601,0.00216683
1487505600,0.00220978,0.00205853,0.00210002,0.00220978,281.840388,133531.6806,0.00211066
1487507400,0.00226767,0.0019597,0.0020104,0.00226767,3.068298,1481.0124,0.00207175
1487509200,0.0024,0.00227319,0.00227319,0.00227319,1266.856011,549744.1993,0.00230444
1487511000,0.00226196,0.00216856,0.00217291,0.00226195,79.527109,36033.7865,0.00220701
1487512800,0.00230569,0.0022,0.0022,0.00226554,14.915806,6553.0174,0.00227617
1487514600,0.00228916,0.00216996,0.00225601,0.00216996,3.139905,1425.6033,0.0022025
1487516400,0.0021699,0.0021,0.0021699,0.00210001,39.909405,18485.0204,0.00215901
1487518200,0.00217909,0.00210003,0.00216211,0.0021788,1.323012,621.8326,0.0021276
1487520000,0.00218813,0.00210004,0.00210004,0.00218813,19.884266,9099.5755,0.00218518
1487521800,0.00233988,0.00210005,0.00210005,0.0022,28.941502,13276.9406,0.00217983
1487523600,0.00223347,0.00212248,0.00219784,0.00212248,176.118931,80715.7644,0.00218196
1487525400,0.00221994,0.0021,0.00214455,0.00221994,256.899921,119205.5766,0.00215509
1487527200,0.00228899,0.00213618,0.00221994,0.00226108,81.933294,37046.7372,0.00221161
1487529000,0.00228544,0.00223,0.00228544,0.00223,2.747326,1223.8948,0.00224473
1487530800,0.00229065,0.0021801,0.00229,0.0021801,251.37521,110219.202,0.00228068
1487532600,0.00223773,0.002151,0.00223773,0.002151,3.989687,1818.7686,0.00219362
1487534400,0.00227904,0.00216904,0.00221735,0.00227904,27.416026,12067.4577,0.00227189
