"date","high","low","open","close","volume","quoteVolume","weightedAverage"
1439010000,50,0.005501,50,0.005501,33.932021,4333.469,0.00783022
1439011800,0.01279996,0.0055,0.005501,0.0060005,21.749825,3642.2266,0.00597157
1439013600,0.00719,0.005,0.0069,0.00587498,84.009002,14607.3757,0.00575113
1439015400,0.00659,0.00522333,0.005425,0.0065,74.269166,12520.2808,0.0059319
1439017200,0.0069,0.0058735,0.00634008,0.00688999,44.791872,6799.8713,0.00658716
1439019000,0.00666998,0.0045001,0.00660021,0.004555,70.897491,12531.5574,0.00565751
1439020800,0.00529,0.00435,0.0052777,0.00500014,20.148612,4113.4518,0.00489822
1439022600,0.005488,0.00436,0.00500106,0.005239,37.938996,7401.4522,0.00512588
1439024400,0.00548799,0.00490001,0.00535999,0.00499999,54.140374,10687.6902,0.00506567
1439026200,0.00538999,0.00489075,0.00499999,0.00489075,33.972176,6785.0571,0.00500691
1439028000,0.0054,0.00458,0.00497996,0.00497,48.973295,9774.645,0.00501023
1439029800,0.0049745,0.00444999,0.00497,0.00467998,39.895375,8653.0909,0.00461053
1439031600,0.00472,0.004225,0.0044501,0.004299,19.245976,4407.9386,0.0043662
1439033400,0.005488,0.004225,0.00426005,0.00535,50.668393,10502.1691,0.00482456
1439035200,0.00583952,0.00510117,0.00510117,0.00555,12.570512,2294.4927,0.00547855
1439037000,0.00582999,0.0049,0.00582999,0.00510999,15.457816,3009.0077,0.00513718
1439038800,0.00510551,0.00432389,0.0049112,0.0045,25.938103,5574.3593,0.0046531
1439040600,0.00461,0.00436026,0.00459997,0.00461,10.818517,2387.613,0.0045311
1439042400,0.0047,0.00442604,0.00461,0.0045,16.299591,3568.0053,0.00456826
1439044200,0.00480303,0.00442604,0.00442612,0.00480303,19.867961,4241.6106,0.00468406
1439046000,0.0049,0.00453085,0.00480303,0.00476433,36.694491,7786.9271,0.00471231
1439047800,0.00488,0.00456025,0.00475899,0.00462143,7.604307,1600.6744,0.00475068
1439049600,0.00477,0.004505,0.00462145,0.00453001,14.261417,3072.1372,0.00464218
1439051400,0.00453043,0.004,0.00453043,0.00400001,72.215079,16917.4151,0.00426868
1439053200,0.00432241,0.0038,0.00400001,0.00380002,45.933115,11846.7575,0.00387727
1439055000,0.00404998,0.00355,0.00383661,0.00355001,62.989476,17356.0703,0.00362924
1439056800,0.00355001,0.003,0.00355001,0.00349985,30.789735,9833.8391,0.00313099
1439058600,0.00349898,0.00262,0.00340028,0.002899,22.998645,7584.2297,0.00303242
1439060400,0.00318199,0.002859,0.002859,0.003,11.784412,3853.2488,0.0030583
1439062200,0.00309979,0.00281201,0.003,0.00306999,11.428309,3855.8082,0.00296392
1439064000,0.0035,0.00295037,0.00306999,0.00349899,21.253328,6641.2624,0.00320019
1439065800,0.00379999,0.00330002,0.00350989,0.00379994,11.912716,3420.8165,0.00348241
1439067600,0.00382,0.00320173,0.00379999,0.00375,11.436572,3187.7683,0.00358764
1439069400,0.00387,0.00345,0.00375,0.003499,30.504905,8110.1559,0.00376132
1439071200,0.0038,0.00322203,0.003499,0.0038,29.490942,8322.6015,0.00354347
1439073000,0.00386,0.00325977,0.00381999,0.003575,18.848055,5375.8731,0.00350604
1439074800,0.0035,0.0033,0.00347691,0.00348988,8.867143,2626.8011,0.00337564
1439076600,0.003475,0.0029,0.00326586,0.00312499,21.205598,6978.33,0.00303877
1439078400,0.00335,0.0029201,0.00299999,0.0033499,9.91112,3162.7543,0.00313369
1439080200,0.00334988,0.00291,0.0033,0.00305,7.015724,2323.7133,0.00301918
1439082000,0.00306873,0.0024,0.00306873,0.0025003,51.344087,19917.1046,0.00257788
1439083800,0.00274999,0.0024,0.002705,0.00250039,15.752348,6449.6047,0.00244237
1439085600,0.00285111,0.0025,0.002655,0.00253338,3.133406,1193.2131,0.00262602
1439087400,0.0032999,0.00265001,0.00285998,0.0032999,9.049865,2921.9184,0.00309723
