"date","high","low","open","close","volume","quoteVolume","weightedAverage"
1424372400,225,225,225,225,0.999999,0.0044,225
1424374200,225,225,225,225,0,0,225
1424376000,240,225,225,240,30.62465,0.1286,238.0920764
1424377800,244,244,244,244,14.651226,0.06,244
1424379600,244,244,244,244,0,0,244
1424381400,244,244,244,244,0,0,244
1424383200,244,244,244,244,0,0,244
1424385000,244,244,244,244,0.000437,0,244
1424386800,244,244,244,244,0,0,244
1424388600,244,244,244,244,0,0,244
1424390400,244,244,244,244,0,0,244
1424392200,244,244,244,244,0,0,244
1424394000,244,244,244,244,0,0,244
1424395800,244,244,244,244,0,0,244
1424397600,244,244,244,244,0,0,244
1424399400,244,244,244,244,0,0,244
1424401200,244,244,244,244,0,0,244
1424403000,244,244,244,244,0,0,244
1424404800,244,244,244,244,0,0,244
1424406600,244,244,244,244,0,0,244
1424408400,244,244,244,244,0,0,244
1424410200,244,244,244,244,0,0,244
1424412000,240.25011809,240.25011568,240.25011809,240.25011568,10.571005,0.044,240.25011569
1424413800,240.25011568,240.25011568,240.25011568,240.25011568,0,0,240.25011568
1424415600,240.25011568,240.25011568,240.25011568,240.25011568,0,0,240.25011568
1424417400,240.25011568,240.25011568,240.25011568,240.25011568,0,0,240.25011568
1424419200,240.25011568,240.25011568,240.25011568,240.25011568,0,0,240.25011568
1424421000,245,244,244,245,28.513456,0.1165,244.8372852
1424422800,245,245,245,245,0,0,245
1424424600,245,245,245,245,0,0,245
1424426400,245,245,245,245,0,0,245
1424428200,240.25018557,240.25,240.25018557,240.25,16.810435,0.07,240.25015505
1424430000,240.25,240.25,240.25,240.25,0,0,240.25
1424431800,240.25,240.25,240.25,240.25,0,0,240.25
1424433600,240.25,240.25,240.25,240.25,0,0,240.25
1424435400,240.25,240.25,240.25,240.25,0,0,240.25
1424437200,240.25,240.25,240.25,240.25,0,0,240.25
1424439000,240.25,240.25,240.25,240.25,0,0,240.25
1424440800,240.25,240.25,240.25,240.25,0,0,240.25
1424442600,240.25,240.25,240.25,240.25,0,0,240.25
1424444400,240.25,240.25,240.25,240.25,0,0,240.25
1424446200,240.25,240.25,240.25,240.25,0,0,240.25
1424448000,240.25,240.25,240.25,240.25,0,0,240.25
1424449800,240.25,240.25,240.25,240.25,0,0,240.25
1424451600,240.25,240.25,240.25,240.25,0,0,240.25
1424453400,240.25,240.25,240.25,240.25,0,0,240.25
1424455200,240.25,240.25,240.25,240.25,0,0,240.25
1424457000,240.25,240.25,240.25,240.25,0,0,240.25
1424458800,240.25,240.25,240.25,240.25,0,0,240.25
1424460600,240.25,240.25,240.25,240.25,0,0,240.25
1424462400,240.25,240.25,240.25,240.25,0,0,240.25
1424464200,240.25,240.25,240.25,240.25,0,0,240.25
1424466000,240.25,240.25,240.25,240.25,0,0,240.25
1424467800,240.25,240.25,240.25,240.25,0,0,240.25
1424469600,240.25,240.25,240.25,240.25,0,0,240.25
1424471400,240.25,240.25,240.25,240.25,0,0,240.25
1424473200,240.25,240.25,240.25,240.25,0,0,240.25
1424475000,240.25,240.25,240.25,240.25,0,0,240.25
1424476800,240.25,240.25,240.25,240.25,0,0,240.25
1424478600,240.25,240.25,240.25,240.25,0,0,240.25
1424480400,240.25,240.25,240.25,240.25,0,0,240.25
1424482200,240.25,240.25,240.25,240.25,0,0,240.25
1424484000,240.25,240.25,240.25,240.25,0,0,240.25
1424485800,240.25,240.25,240.25,240.25,0,0,240.25
1424487600,240.25,240.25,240.25,240.25,0,0,240.25
1424489400,240.25,240.25,240.25,240.25,0,0,240.25
1424491200,240.25,240.25,240.25,240.25,0,0,240.25
1424493000,240.25,240.25,240.25,240.25,0,0,240.25
1424494800,240.25,240.25,240.25,240.25,0,0,240.25
1424496600,240.25,240.25,240.25,240.25,0,0,240.25
1424498400,240.25,240.25,240.25,240.25,0,0,240.25
1424500200,240.25,240.25,240.25,240.25,0,0,240.25
1424502000,240.25,240.25,240.25,240.25,0,0,240.25
1424503800,240.25,240.25,240.25,240.25,0,0,240.25
