"date","high","low","open","close","volume","quoteVolume","weightedAverage"
1469332800,0.01,0.00060001,0.00995001,0.00201001,0.632829,133.8455,0.00472805
1469334600,0.005599,0.00010098,0.00202,0.00091895,93.87076,82954.6237,0.00113159
1469336400,0.00091894,3e-04,0.00085013,0.00035011,140.428901,312699.3096,0.00044908
1469338200,0.0015,0.00033024,0.00043149,0.00073,541.561665,781436.3063,0.00069303
1469340000,0.00118888,7e-04,0.00074,0.00115,402.798466,427283.5561,0.00094269
1469341800,0.00165503,0.0011,0.00115,0.00144989,957.565993,697011.882,0.00137381
1469343600,0.00279,0.00125,0.00142003,0.0023,1735.064238,933488.3758,0.00185868
1469345400,0.00297,0.0011,0.00234999,0.00194901,2925.58272,1384070.6364,0.00211375
1469347200,0.0022,0.00091001,0.00194901,0.00123329,1731.325192,1197082.7891,0.00144628
1469349000,0.00172055,0.00123,0.00123329,0.00155,1062.233329,724800.5798,0.00146555
1469350800,0.00155998,0.00120011,0.00155989,0.00131,666.762012,487643.0153,0.00136731
1469352600,0.001698,0.001271,0.00131,0.00148601,839.1839,568914.475,0.00147506
1469354400,0.0015,0.00121662,0.00149999,0.00124,683.123724,514488.6185,0.00132777
1469356200,0.00128,0.00101,0.00124,0.00114999,652.498429,569729.3462,0.00114527
1469358000,0.00125979,0.00106386,0.00115898,0.00120101,427.884604,359636.2443,0.00118977
1469359800,0.00155999,0.00120101,0.00120689,0.00138552,1268.154648,901778.5597,0.00140628
1469361600,0.00149999,0.0013,0.00139999,0.00148,596.667868,429958.4639,0.00138773
1469363400,0.00148,0.00137001,0.00147999,0.00137604,369.554832,261440.6599,0.00141353
1469365200,0.001422,0.001002,0.00137603,0.001192,970.597738,791695.2195,0.00122597
1469367000,0.00121999,0.0011,0.00120999,0.00113,396.496316,345614.1546,0.00114722
1469368800,0.00148,0.001122,0.001126,0.00142,1068.019731,794564.6658,0.00134415
1469370600,0.00146,0.00135,0.00142,0.00143113,738.211975,521544.0041,0.00141543
1469372400,0.00144998,0.001351,0.00143128,0.00138453,519.539591,371905.5001,0.00139696
1469374200,0.00144645,0.00139001,0.00139001,0.00143,256.564172,180945.9893,0.0014179
1469376000,0.001435,0.0013991,0.00142999,0.001404,201.420346,142505.3351,0.00141342
1469377800,0.00141499,0.00132342,0.00140666,0.00135,330.425862,241489.238,0.00136828
1469379600,0.00138099,0.00121789,0.00135631,0.001305,390.162851,304588.5121,0.00128095
1469381400,0.001428,0.00129901,0.00130669,0.00141899,516.683901,373685.0843,0.00138267
1469383200,0.00142499,0.001335,0.00141906,0.00136,297.7564,214667.9426,0.00138705
1469385000,0.00137993,0.001299,0.00135999,0.00137,373.275065,281092.3804,0.00132794
1469386800,0.00137,0.00126,0.00137,0.00132497,440.768315,333948.1716,0.00131987
1469388600,0.00138495,0.0013,0.00132498,0.00137101,456.66091,341159.22,0.00133855
1469390400,0.0014076,0.0013171,0.00138399,0.00132,273.997239,200419.45,0.00136711
1469392200,0.0013999,0.00132015,0.00132501,0.00136723,345.67588,251490.315,0.0013745
1469394000,0.00137,0.00132003,0.00136723,0.00134001,192.204626,143139.8929,0.00134277
1469395800,0.00137983,0.00133004,0.00133004,0.00136935,185.393005,136238.7225,0.00136079
1469397600,0.00137939,0.00135999,0.0013693,0.00137781,81.750797,59796.2101,0.00136715
