"date","high","low","open","close","volume","quoteVolume","weightedAverage"
1469334600,0.5,0.01,0.5,0.03989,1662.101035,36129.5288,0.04600395
1469336400,0.03989,0.0101,0.03989,0.02,4160.014708,198012.0446,0.02100889
1469338200,0.0888,0.01250001,0.02399999,0.02,5457.199245,159787.1537,0.03415292
1469340000,0.05454539,0.02500506,0.03329999,0.054321,3487.798732,82176.8213,0.0424426
1469341800,0.083,0.04794324,0.05,0.0666,4994.047928,82863.0962,0.06026866
1469343600,0.12000009,0.05820001,0.0666,0.1125,8308.188424,84725.3198,0.09806027
1469345400,0.145,0.061,0.11999991,0.08882,14278.518023,128649.3718,0.11098785
1469347200,0.0999,0.04100001,0.08880111,0.06199943,7176.500311,88202.3507,0.08136404
1469349000,0.0847999,0.05800028,0.06,0.074275,3808.769784,52721.7797,0.07224281
1469350800,0.075,0.04244999,0.075,0.05801013,3016.419935,43476.0897,0.06938112
1469352600,0.08501011,0.0600081,0.0652,0.0744,2199.994521,30396.385,0.07237684
1469354400,0.07505,0.0103,0.07505,0.06100006,2047.639098,44217.8877,0.04630793
1469356200,0.06499832,0.0300008,0.06000001,0.05699999,4025.360286,88921.4384,0.04526872
1469358000,0.06188799,0.05000001,0.057,0.05220006,833.511475,14892.6411,0.055968
1469359800,0.076101,0.0524,0.0524,0.0700001,1550.184682,22550.8771,0.06874165
1469361600,0.07350002,0.06255,0.071,0.0732,7549.793757,111971.9375,0.06742576
1469363400,0.0732,0.06800112,0.0732,0.06900001,3444.196716,48411.2532,0.07114454
1469365200,0.07209998,0.05520001,0.06900005,0.05710001,3493.422795,57126.3119,0.0611526
1469367000,0.0625,0.05517003,0.05710001,0.05560003,4405.719051,77530.173,0.05682586
1469368800,0.0740001,0.05688,0.05688,0.0718,3929.422928,57313.6057,0.06856003
1469370600,0.07399999,0.06700001,0.07100007,0.073,1798.372673,25213.5767,0.07132556
1469372400,0.08,0.06,0.07300001,0.07199997,4930.94604,71325.4672,0.06913303
1469374200,0.0724,0.06700011,0.06700011,0.07199708,3113.583349,43256.1237,0.07198017
1469376000,0.07219997,0.07010002,0.07010005,0.07189989,467.199407,6588.0268,0.07091644
1469377800,0.07179,0.06710015,0.07070113,0.07,2570.869872,36736.8628,0.06998065
1469379600,0.07178989,0.04000838,0.07,0.06889998,4197.92638,77068.4554,0.05447009
1469381400,0.076101,0.06889998,0.06899841,0.07559819,8780.816822,119070.9653,0.07374439
1469383200,0.07589991,0.06812246,0.07559819,0.07050047,4673.736529,63819.1149,0.07323411
1469385000,0.07389999,0.06900001,0.07120023,0.07199999,3651.376277,51975.9823,0.07025122
1469386800,0.07199999,0.06721,0.07100054,0.06721,2644.311903,37921.5663,0.06973108
1469388600,0.07099974,0.0601,0.06721,0.06920004,1380.49314,21339.5216,0.06469185
1469390400,0.0718901,0.06800069,0.07099975,0.0685,3308.820137,47139.54,0.07019203
1469392200,0.07099999,0.06801014,0.06899995,0.06999534,1507.999989,21437.4756,0.0703441
1469394000,0.06999999,0.06820001,0.06910003,0.06820001,496.853075,7180.3998,0.06919573
1469395800,0.0709999,0.068,0.06800006,0.07,888.589364,12844.567,0.06918017
1469397600,0.07190004,0.06920001,0.07099976,0.071,1407.012029,19863.7254,0.07083323
1469399400,0.07499998,0.07,0.0718998,0.0735,4358.59483,59618.5973,0.07310797
1469401200,0.07699959,0.07200001,0.0735,0.07200003,2959.853561,39620.9702,0.07470421
1469403000,0.074101,0.07006002,0.07410009,0.072489,991.29325,13760.7394,0.07203778
1469404800,0.07409842,0.07,0.0733,0.07100001,545.759952,7582.8166,0.07197325
1469406600,0.0724899,0.069,0.07000001,0.06910049,777.891135,10987.1643,0.07079999
1469408400,0.0718,0.069,0.06910049,0.0691,692.289473,9886.9795,0.07002032
1469410200,0.071,0.0691,0.0691,0.07089999,594.304052,8488.1131,0.07001603
1469412000,0.071,0.0692,0.07000001,0.0692,383.274718,5459.4081,0.07020444
1469413800,0.07099,0.06700001,0.0692,0.06700001,807.524373,11686.2036,0.06910065
1469415600,0.06809926,0.066,0.06809925,0.066,718.065027,10776.3633,0.06663333
1469417400,0.06749999,0.0623,0.06599999,0.06399996,1225.281201,19074.7798,0.06423566
1469419200,0.067,0.062,0.06302,0.063,528.826263,8386.172,0.06305931
1469421000,0.0642,0.06,0.06240001,0.06240551,638.861871,10362.3368,0.06165229
1469422800,0.06599979,0.06000003,0.06240551,0.06100001,435.276894,6784.1232,0.06416111
1469424600,0.06598999,0.05900001,0.06110001,0.06,887.021206,14461.86,0.0613352
1469426400,0.06199995,0.05750102,0.05989222,0.05750201,493.948375,8354.7019,0.0591222
1469428200,0.05750201,0.04000838,0.05750201,0.04560002,4420.308929,94928.2055,0.04656475
1469430000,0.05,0.04330001,0.04560002,0.04530201,1122.824446,24246.2467,0.0463092
1469431800,0.0511,0.04360001,0.0461,0.047,1442.294184,31064.5682,0.04642891
1469433600,0.05678899,0.04620001,0.047,0.05310001,1871.278118,38721.1281,0.04832705
1469435400,0.06059999,0.04928151,0.05360001,0.054,782.098098,14331.8714,0.05457054
1469437200,0.054,0.05000012,0.05330001,0.05100011,398.390235,7695.0399,0.05177234
1469439000,0.052,0.048,0.052,0.04929998,788.563758,16015.8212,0.04923654
1469440800,0.0509999,0.04511,0.0470001,0.0509999,705.667388,14562.7435,0.04845703
1469442600,0.05184916,0.0480001,0.0509999,0.04899891,890.469943,17871.7049,0.04982568
1469444400,0.05189999,0.04899891,0.04899891,0.05056,561.842143,11218.7358,0.0500807
1469446200,0.05179999,0.04851118,0.0501,0.04929995,428.274025,8713.0797,0.049153
1469448000,0.0499991,0.048,0.04851236,0.04851364,1549.202378,31911.5259,0.04854679
1469449800,0.04979999,0.04541,0.04851343,0.049,398.235012,8437.6602,0.04719732
1469451600,0.04979907,0.0445,0.04979907,0.0445,1075.52612,23682.741,0.04541392
1469453400,0.04699988,0.044019,0.04450007,0.04599695,907.715961,20244.738,0.04483713
1469455200,0.04799998,0.0425,0.04410601,0.04299963,1213.713738,27583.1386,0.04400201
1469457000,0.04388005,0.041,0.04260086,0.04154313,1725.550327,40955.0653,0.04213276
1469458800,0.0435,0.0401,0.04154313,0.04200115,1365.600209,33395.893,0.04089126
1469460600,0.04267,0.04,0.0416,0.04,567.085023,13938.5065,0.04068477
